2016-12-01	1	35890
2016-12-01	2	105689
2016-12-01	4	20239
2016-12-01	5	170550
2016-12-01	40000003	4662
2016-12-02	1	43165
2016-12-02	2	1658609
2016-12-02	4	38237
2016-12-02	5	170012
2016-12-02	40000003	7445
2016-12-03	1	50014
2016-12-03	2	698789
2016-12-03	4	23744
2016-12-03	5	177840
2016-12-03	40000003	4401
2016-12-04	1	48067
2016-12-04	2	521696
2016-12-04	4	26844
2016-12-04	5	180765
2016-12-04	40000003	3765
2016-12-05	1	44182
2016-12-05	2	440087
2016-12-05	4	35918
2016-12-05	5	169171
2016-12-05	40000001	25988
2016-12-05	40000003	6461
2016-12-06	1	35239
2016-12-06	2	212740
2016-12-06	4	26050
2016-12-06	5	180385
2016-12-06	40000001	16350
2016-12-06	40000003	3441
2016-12-07	1	35181
2016-12-07	2	190404
2016-12-07	4	23471
2016-12-07	5	151396
2016-12-07	40000001	16610
2016-12-07	40000003	2363
2016-12-08	1	36934
2016-12-08	2	161975
2016-12-08	4	15438
2016-12-08	5	166420
2016-12-08	40000001	17503
2016-12-08	40000003	3019
2016-12-09	1	44155
2016-12-09	2	166639
2016-12-09	4	17560
2016-12-09	5	164921
2016-12-09	40000001	18722
2016-12-09	40000003	2452
2016-12-10	1	44809
2016-12-10	2	161151
2016-12-10	4	28706
2016-12-10	5	173708
2016-12-10	40000001	19397
2016-12-10	40000003	2781
2016-12-11	1	46096
2016-12-11	2	227938
2016-12-11	4	34648
2016-12-11	5	179299
2016-12-11	40000001	20735
2016-12-11	40000003	2510
2016-12-12	1	39785
2016-12-12	2	253371
2016-12-12	4	31982
2016-12-12	5	168057
2016-12-12	40000001	64022
2016-12-12	40000003	1485
2016-12-13	1	32832
2016-12-13	2	160527
2016-12-13	4	27636
2016-12-13	5	177864
2016-12-13	40000001	36339
2016-12-13	40000003	1261
2016-12-14	1	32175
2016-12-14	2	149259
2016-12-14	4	25374
2016-12-14	5	168781
2016-12-14	40000001	31412
2016-12-14	40000003	989
2016-12-15	1	32280
2016-12-15	2	131613
2016-12-15	4	23831
2016-12-15	5	167795
2016-12-15	40000001	4352
2016-12-15	40000003	911
2016-12-16	1	37086
2016-12-16	2	165849
2016-12-16	4	22926
2016-12-16	5	172240
2016-12-16	40000001	2084
2016-12-16	40000003	809
2016-12-17	1	42020
2016-12-17	2	166197
2016-12-17	4	17328
2016-12-17	5	179027
2016-12-17	40000001	1588
2016-12-17	40000003	898
2016-12-18	1	54240
2016-12-18	2	195180
2016-12-18	4	26019
2016-12-18	5	180603
2016-12-18	40000001	1591
2016-12-18	40000003	765
2016-12-19	1	40471
2016-12-19	2	126359
2016-12-19	4	22209
2016-12-19	5	171455
2016-12-19	40000001	829
2016-12-19	40000003	499
2016-12-20	1	34294
2016-12-20	2	175510
2016-12-20	4	26535
2016-12-20	5	151153
2016-12-20	40000001	680
2016-12-20	40000003	573
2016-12-20	40000006	33702
2016-12-21	1	37617
2016-12-21	2	135308
2016-12-21	4	28887
2016-12-21	5	169047
2016-12-21	40000001	590
2016-12-21	40000003	821
2016-12-21	40000006	27895
2016-12-22	1	36820
2016-12-22	2	142252
2016-12-22	4	23169
2016-12-22	5	162830
2016-12-22	40000001	774
2016-12-22	40000003	574
2016-12-22	40000006	17673
2016-12-23	1	45554
2016-12-23	2	1638037
2016-12-23	4	31241
2016-12-23	5	160430
2016-12-23	40000001	526
2016-12-23	40000003	940
2016-12-23	40000006	16439
2016-12-24	1	54476
2016-12-24	2	1509592
2016-12-24	4	28236
2016-12-24	5	173537
2016-12-24	40000001	504
2016-12-24	40000003	855
2016-12-24	40000006	16398
2016-12-25	1	52104
2016-12-25	2	1145359
2016-12-25	4	30939
2016-12-25	5	174031
2016-12-25	40000001	353
2016-12-25	40000003	719
2016-12-25	40000006	21243
2016-12-26	1	43010
2016-12-26	2	414088
2016-12-26	4	26329
2016-12-26	5	164959
2016-12-26	40000001	313
2016-12-26	40000003	563
2016-12-26	40000006	2868
2016-12-27	1	40435
2016-12-27	2	405177
2016-12-27	4	18425
2016-12-27	5	161064
2016-12-27	40000001	233
2016-12-27	40000003	320
2016-12-27	40000006	1642
2016-12-28	1	39806
2016-12-28	2	232301
2016-12-28	4	16873
2016-12-28	5	158302
2016-12-28	40000001	200
2016-12-28	40000003	431
2016-12-28	40000006	1040
2016-12-29	1	39725
2016-12-29	2	252769
2016-12-29	4	18060
2016-12-29	5	164010
2016-12-29	40000001	242
2016-12-29	40000003	522
2016-12-29	40000006	838
2016-12-30	1	48295
2016-12-30	2	260925
2016-12-30	4	28426
2016-12-30	5	165297
2016-12-30	20000093	14440
2016-12-30	40000001	119
2016-12-30	40000003	397
2016-12-30	40000006	335
2016-12-31	1	54729
2016-12-31	2	752777
2016-12-31	4	42615
2016-12-31	5	177240
2016-12-31	20000093	2300
2016-12-31	40000001	1
2016-12-31	40000003	8
2016-12-31	40000006	99
